,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
38268,CCR,Travel Agency,Offline,Comprehensive Plan,No,78,THAILAND,29.0,9.57,F,59
38269,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,23.0,5.75,F,35
38270,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,23.5,5.88,M,33
38271,C2B,Airlines,Online,Bronze Plan,No,157,SINGAPORE,293.0,73.25,M,25
38272,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,23.5,5.88,M,22
38273,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,17.0,4.25,M,39
38274,C2B,Airlines,Online,Bronze Plan,No,32,SINGAPORE,13.5,3.38,F,29
38275,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,13.5,3.38,M,24
38276,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,13.5,3.38,F,39
38277,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,11.5,2.88,F,43
38278,C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,18.0,4.5,F,25
38279,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,17.0,4.25,M,27
38280,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,11.5,2.88,F,28
38281,C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,29.5,7.38,M,37
38282,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,11.5,2.88,M,26
38283,C2B,Airlines,Online,Bronze Plan,No,78,SINGAPORE,72.5,18.13,M,38
38284,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,23.0,5.75,M,30
38285,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,35.5,8.88,F,32
38286,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,29.5,7.38,F,47
38287,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,53.5,13.38,M,53
38288,C2B,Airlines,Online,Bronze Plan,No,160,SINGAPORE,40.5,10.13,F,44
38289,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,13.5,3.38,M,27
38290,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,23.0,5.75,M,24
38291,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,23.5,5.88,M,37
38292,C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,29.5,7.38,F,31
38293,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,23.0,5.75,M,37
38294,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,23.5,5.88,F,36
38295,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,11.5,2.88,M,25
38296,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,34.5,8.63,F,66
38297,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,13.5,3.38,M,33
38298,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,23.5,5.88,F,30
38299,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,11.5,2.88,F,28
38300,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,35.5,8.88,F,27
38301,C2B,Airlines,Online,Bronze Plan,No,34,SINGAPORE,62.0,15.5,F,36
38302,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,13.5,3.38,F,30
38303,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,53.5,13.38,F,49
38304,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,15.0,3.75,F,31
38305,C2B,Airlines,Online,Silver Plan,Yes,52,SINGAPORE,63.5,15.88,F,35
38306,C2B,Airlines,Online,Silver Plan,Yes,43,SINGAPORE,63.5,15.88,M,31
38307,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,15.0,3.75,F,42
38308,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,15.0,3.75,M,50
38309,C2B,Airlines,Online,Silver Plan,No,32,SINGAPORE,55.5,13.88,M,44
38310,C2B,Airlines,Online,Silver Plan,No,45,SINGAPORE,25.0,6.25,F,60
38311,C2B,Airlines,Online,Silver Plan,No,13,SINGAPORE,41.5,10.38,M,45
38312,C2B,Airlines,Online,Silver Plan,No,41,SINGAPORE,24.5,6.13,M,34
38313,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,18.5,4.63,F,30
38314,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,33.5,8.38,M,43
38315,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,15.0,3.75,M,37
38316,C2B,Airlines,Online,Silver Plan,No,62,SINGAPORE,84.5,21.13,F,41
38317,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,33.5,8.38,M,50
38318,C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,24.05,6.01,M,39
38319,C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,18.5,4.63,F,43
38320,C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,24.5,6.13,F,29
38321,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,15.0,3.75,M,34
38322,C2B,Airlines,Online,Silver Plan,No,63,SINGAPORE,63.5,15.88,M,29
38323,C2B,Airlines,Online,Silver Plan,No,19,SINGAPORE,144.0,36.0,F,40
38324,C2B,Airlines,Online,Silver Plan,No,33,SINGAPORE,33.5,8.38,M,22
38325,C2B,Airlines,Online,Gold Plan,No,111,SINGAPORE,59.5,14.88,M,37
38326,C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,252.85,63.21,F,27
38327,C2B,Airlines,Online,Annual Silver Plan,No,369,SINGAPORE,202.3,50.58,M,58
38328,C2B,Airlines,Online,Annual Silver Plan,No,383,SINGAPORE,252.85,63.21,F,36
38329,C2B,Airlines,Online,Annual Silver Plan,No,366,SINGAPORE,252.85,63.21,M,25
38433,JWT,Airlines,Online,Value Plan,No,8,INDIA,93.0,37.2,M,118
38434,JWT,Airlines,Online,Value Plan,No,69,INDIA,50.0,20.0,M,118
38435,JWT,Airlines,Online,Value Plan,No,9,INDIA,31.0,12.4,F,118
38436,KML,Travel Agency,Online,Value Plan,No,35,INDONESIA,33.0,12.54,M,48
38437,KML,Travel Agency,Online,Value Plan,No,18,NETHERLANDS,75.0,28.5,M,48
38438,RAB,Airlines,Online,Value Plan,No,17,BRUNEI DARUSSALAM,23.0,9.2,M,53
38439,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,12,UNITED KINGDOM,70.0,45.5,M,37
38440,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,3,THAILAND,25.0,16.25,F,33
38441,LWC,Travel Agency,Online,Annual Travel Protect Gold,No,364,UNITED STATES,256.0,166.4,F,32
38442,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,27,SRI LANKA,36.0,23.4,F,36
38443,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,10,JAPAN,33.0,21.45,M,37
38447,JZI,Airlines,Online,Basic Plan,No,1,THAILAND,18.0,6.3,M,54
38448,JZI,Airlines,Online,Basic Plan,No,38,HONG KONG,35.0,12.25,M,51
38449,JZI,Airlines,Online,Basic Plan,No,55,HONG KONG,35.0,12.25,F,32
38450,JZI,Airlines,Online,Basic Plan,No,5,CHINA,22.0,7.7,F,36
38451,JZI,Airlines,Online,Basic Plan,No,10,"KOREA, REPUBLIC OF",26.0,9.1,F,49
38452,JZI,Airlines,Online,Basic Plan,No,52,CHINA,63.0,22.05,M,39
38453,JZI,Airlines,Online,Basic Plan,No,6,VIET NAM,18.0,6.3,M,31
38454,JZI,Airlines,Online,Basic Plan,No,31,THAILAND,22.0,7.7,M,40
38455,JZI,Airlines,Online,Basic Plan,No,6,INDONESIA,18.0,6.3,F,30
38456,JZI,Airlines,Online,Basic Plan,No,24,THAILAND,30.0,10.5,M,50
38457,JZI,Airlines,Online,Basic Plan,No,73,CHINA,26.0,9.1,M,56
38458,JZI,Airlines,Online,Basic Plan,No,87,CHINA,40.0,14.0,F,25
38459,JZI,Airlines,Online,Basic Plan,No,39,CHINA,26.0,9.1,F,49
38460,JZI,Airlines,Online,Basic Plan,No,21,"KOREA, REPUBLIC OF",26.0,9.1,F,30
38461,JZI,Airlines,Online,Basic Plan,No,25,CHINA,56.0,19.6,M,60
38462,JZI,Airlines,Online,Value Plan,No,4,MALAYSIA,33.0,11.55,M,30
38463,JZI,Airlines,Online,Value Plan,No,257,UNITED STATES,96.0,33.6,F,42
38464,JZI,Airlines,Online,Value Plan,No,16,CHINA,45.0,15.75,F,29
38465,KML,Travel Agency,Offline,Premier Plan,No,40,IRELAND,111.0,42.18,F,19
38466,CBH,Travel Agency,Offline,Comprehensive Plan,No,60,MALAYSIA,29.0,9.57,F,68
38468,CSR,Travel Agency,Offline,Comprehensive Plan,Yes,77,THAILAND,29.0,9.57,F,69
38469,C2B,Airlines,Online,Bronze Plan,No,50,SINGAPORE,23.0,5.75,F,67
38470,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,23.0,5.75,F,42
38471,C2B,Airlines,Online,Bronze Plan,No,155,SINGAPORE,269.0,67.25,F,22
38472,C2B,Airlines,Online,Bronze Plan,No,41,SINGAPORE,17.0,4.25,F,81
38473,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,53.5,13.38,F,25
38474,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,13.5,3.38,F,41
38475,C2B,Airlines,Online,Bronze Plan,No,52,SINGAPORE,62.0,15.5,M,32
38476,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,15.0,3.75,F,27
38477,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,15.0,3.75,F,26
38478,C2B,Airlines,Online,Bronze Plan,No,2,SINGAPORE,15.0,3.75,F,26
38479,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,23.0,5.75,F,30
38480,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,23.0,5.75,F,30
38481,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,23.0,5.75,F,30
38482,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,13.5,3.38,M,23
38483,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,13.5,3.38,M,33
38484,C2B,Airlines,Online,Silver Plan,No,45,SINGAPORE,41.5,10.38,F,43
38485,C2B,Airlines,Online,Silver Plan,No,40,SINGAPORE,84.5,21.13,M,57
38486,C2B,Airlines,Online,Silver Plan,No,2,SINGAPORE,28.5,7.13,M,45
38487,C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,18.5,4.63,F,35
38488,C2B,Airlines,Online,Silver Plan,No,63,SINGAPORE,137.0,34.25,F,28
38489,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,24.05,6.01,M,21
38490,C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,54.5,13.63,M,33
38491,C2B,Airlines,Online,Silver Plan,No,154,SINGAPORE,25.0,6.25,M,19
38492,C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,63.5,15.88,F,22
38493,C2B,Airlines,Online,Silver Plan,No,41,SINGAPORE,15.0,3.75,M,36
38494,C2B,Airlines,Online,Silver Plan,No,199,SINGAPORE,33.5,8.38,F,37
38495,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,18.5,4.63,M,22
38496,C2B,Airlines,Online,Silver Plan,No,60,SINGAPORE,67.0,16.75,F,21
38497,C2B,Airlines,Online,Silver Plan,No,23,SINGAPORE,78.5,19.63,F,29
38498,C2B,Airlines,Online,Gold Plan,No,4,SINGAPORE,27.0,6.75,M,30
38499,C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,252.85,63.21,F,36
38500,C2B,Airlines,Online,Annual Silver Plan,No,428,SINGAPORE,187.85,46.96,F,31
38501,C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,187.85,46.96,M,29
38595,JWT,Airlines,Online,Value Plan,No,7,INDIA,39.0,15.6,F,118
38596,KML,Travel Agency,Online,Value Plan,No,45,GERMANY,75.0,28.5,M,48
38597,RAB,Airlines,Online,Value Plan,No,13,BRUNEI DARUSSALAM,15.0,6.0,M,34
38598,RAB,Airlines,Online,Value Plan,No,6,BRUNEI DARUSSALAM,15.0,6.0,M,57
38599,RAB,Airlines,Online,Value Plan,No,7,BRUNEI DARUSSALAM,15.0,6.0,M,39
38600,LWC,Travel Agency,Online,Annual Travel Protect Gold,No,365,UNITED STATES,320.0,208.0,F,33
38601,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,114,JAPAN,84.0,54.6,F,61
38602,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,15,AUSTRALIA,44.0,28.6,F,40
38603,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,3,THAILAND,26.0,16.9,F,34
38607,JZI,Airlines,Online,Basic Plan,No,6,AUSTRALIA,0.0,9.1,M,31
38608,JZI,Airlines,Online,Basic Plan,No,59,PHILIPPINES,33.0,11.55,F,28
38609,JZI,Airlines,Online,Basic Plan,No,9,THAILAND,22.0,7.7,M,45
38610,JZI,Airlines,Online,Basic Plan,No,5,VIET NAM,18.0,6.3,M,63
38611,JZI,Airlines,Online,Basic Plan,No,46,HONG KONG,26.0,9.1,F,64
38612,JZI,Airlines,Online,Basic Plan,No,40,"KOREA, REPUBLIC OF",35.0,12.25,F,34
38613,JZI,Airlines,Online,Basic Plan,No,57,CHINA,50.0,17.5,M,32
38614,JZI,Airlines,Online,Basic Plan,No,3,MALAYSIA,18.0,6.3,M,57
38615,JZI,Airlines,Online,Basic Plan,No,13,VIET NAM,22.0,7.7,M,30
38616,JZI,Airlines,Online,Basic Plan,No,17,THAILAND,18.0,6.3,M,26
38617,JZI,Airlines,Online,Basic Plan,No,24,THAILAND,30.0,10.5,F,25
38618,JZI,Airlines,Online,Basic Plan,No,19,SRI LANKA,44.0,15.4,M,51
38619,JZI,Airlines,Online,Basic Plan,No,27,MALAYSIA,18.0,6.3,F,29
38620,JZI,Airlines,Online,Basic Plan,No,96,HONG KONG,35.0,12.25,F,28
38621,JZI,Airlines,Online,Basic Plan,No,55,HONG KONG,26.0,9.1,F,53
38622,JZI,Airlines,Online,Basic Plan,No,12,HONG KONG,26.0,9.1,M,35
38623,JZI,Airlines,Online,Basic Plan,No,3,MALAYSIA,18.0,6.3,M,50
38624,JZI,Airlines,Online,Basic Plan,No,24,MALAYSIA,22.0,7.7,F,52
38625,JZI,Airlines,Online,Basic Plan,No,11,CHINA,26.0,9.1,M,47
38626,JZI,Airlines,Online,Value Plan,No,14,JAPAN,69.0,24.15,M,40
38627,JZI,Airlines,Online,Value Plan,No,32,ITALY,87.0,30.45,F,34
38628,JZI,Airlines,Online,Value Plan,No,23,THAILAND,33.0,11.55,M,23
38629,CSR,Travel Agency,Offline,Comprehensive Plan,No,62,THAILAND,29.0,9.57,F,59
38630,CCR,Travel Agency,Offline,Comprehensive Plan,No,135,MALAYSIA,29.0,9.57,F,35
38631,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,23.5,5.88,M,30
38632,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,18.0,4.5,M,25
38633,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,29.5,7.38,F,36
38634,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,17.0,4.25,F,27
38635,C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,34.5,8.63,F,50
38636,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,13.5,3.38,F,66
38637,C2B,Airlines,Online,Bronze Plan,No,100,SINGAPORE,53.5,13.38,M,37
38638,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,13.5,3.38,M,68
38639,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,53.5,13.38,F,28
38640,C2B,Airlines,Online,Bronze Plan,No,41,SINGAPORE,53.5,13.38,F,32
38641,C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,17.0,4.25,F,26
38642,C2B,Airlines,Online,Bronze Plan,No,37,SINGAPORE,0.0,7.38,F,22
38643,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,34.5,8.63,F,27
38644,C2B,Airlines,Online,Bronze Plan,No,231,SINGAPORE,47.0,11.75,F,57
38645,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,35.5,8.88,F,37
38646,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,40.5,10.13,M,40
38647,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18.0,4.5,F,39
38648,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,28.5,7.13,M,39
38649,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,13.5,3.38,F,47
38650,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,23.5,5.88,F,23
38651,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,13.5,3.38,M,52
38652,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,18.5,4.63,F,53
38653,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,33.5,8.38,M,37
38654,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,18.5,4.63,M,38
38655,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,18.5,4.63,F,36
38656,C2B,Airlines,Online,Silver Plan,No,39,SINGAPORE,24.5,6.13,F,30
38657,C2B,Airlines,Online,Silver Plan,No,41,SINGAPORE,54.5,13.63,M,51
38658,C2B,Airlines,Online,Silver Plan,No,155,SINGAPORE,319.0,79.75,M,4
38659,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,54.5,13.63,M,35
38660,C2B,Airlines,Online,Silver Plan,No,155,SINGAPORE,24.5,6.13,M,45
38661,C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,54.5,13.63,M,56
38662,C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,41.5,10.38,F,29
38663,C2B,Airlines,Online,Silver Plan,No,107,SINGAPORE,54.5,13.63,F,35
38664,C2B,Airlines,Online,Silver Plan,No,22,SINGAPORE,63.5,15.88,M,30
38665,C2B,Airlines,Online,Silver Plan,No,16,SINGAPORE,42.0,10.5,F,28
38666,C2B,Airlines,Online,Silver Plan,No,49,SINGAPORE,15.0,3.75,F,31
38667,C2B,Airlines,Online,Gold Plan,No,11,SINGAPORE,35.5,8.88,M,28
38668,C2B,Airlines,Online,Annual Silver Plan,No,377,SINGAPORE,252.85,63.21,F,57
38669,C2B,Airlines,Online,Annual Silver Plan,No,384,SINGAPORE,252.85,63.21,M,30
38670,C2B,Airlines,Online,Annual Silver Plan,No,370,SINGAPORE,252.85,63.21,F,32
38671,C2B,Airlines,Online,Annual Silver Plan,Yes,364,SINGAPORE,252.85,63.21,M,29
38672,C2B,Airlines,Online,Annual Silver Plan,No,370,SINGAPORE,252.85,63.21,F,29
38751,JWT,Airlines,Online,Value Plan,No,6,INDIA,31.0,12.4,M,118
38752,JWT,Airlines,Online,Value Plan,No,50,INDIA,78.0,31.2,F,118
38753,RAB,Airlines,Online,Value Plan,No,31,BRUNEI DARUSSALAM,23.0,9.2,F,41
38754,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,8,QATAR,59.0,38.35,F,24
38758,JZI,Airlines,Online,Basic Plan,No,18,CHINA,26.0,9.1,F,59
38759,JZI,Airlines,Online,Basic Plan,No,23,CHINA,56.0,19.6,M,56
38760,JZI,Airlines,Online,Basic Plan,No,23,VIET NAM,22.0,7.7,F,43
38761,JZI,Airlines,Online,Basic Plan,No,19,JAPAN,44.0,15.4,M,41
38762,JZI,Airlines,Online,Basic Plan,No,6,VIET NAM,18.0,6.3,M,46
38763,JZI,Airlines,Online,Basic Plan,No,71,MYANMAR,18.0,6.3,F,28
38764,JZI,Airlines,Online,Basic Plan,No,15,THAILAND,30.0,10.5,M,54
38765,JZI,Airlines,Online,Basic Plan,No,8,INDONESIA,18.0,6.3,F,34
38766,JZI,Airlines,Online,Basic Plan,No,13,CHINA,40.0,14.0,M,26
38767,JZI,Airlines,Online,Basic Plan,No,10,INDONESIA,18.0,6.3,F,40
38768,JZI,Airlines,Online,Basic Plan,No,13,HONG KONG,0.0,9.1,M,64
38769,JZI,Airlines,Online,Basic Plan,No,211,HONG KONG,40.0,14.0,F,44
38771,CBH,Travel Agency,Offline,Comprehensive Plan,No,106,MALAYSIA,29.0,9.57,F,37
38773,C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,30.55,7.64,F,55
38774,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,23.5,5.88,M,45
38775,C2B,Airlines,Online,Bronze Plan,No,23,SINGAPORE,47.0,11.75,F,41
38776,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,23.5,5.88,F,58
38777,C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,17.0,4.25,F,33
38778,C2B,Airlines,Online,Bronze Plan,No,105,SINGAPORE,29.5,7.38,M,33
38779,C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,47.0,11.75,M,27
38780,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,23.5,5.88,F,62
38781,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,29.5,7.38,M,21
38782,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,17.0,4.25,M,25
38783,C2B,Airlines,Online,Bronze Plan,No,37,SINGAPORE,47.0,11.75,F,38
38784,C2B,Airlines,Online,Bronze Plan,Yes,18,SINGAPORE,34.5,8.63,F,30
38785,C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,53.5,13.38,F,25
38786,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,11.5,2.88,M,50
38787,C2B,Airlines,Online,Bronze Plan,No,21,SINGAPORE,11.5,2.88,M,37
38788,C2B,Airlines,Online,Bronze Plan,No,154,SINGAPORE,185.0,46.25,M,26
38789,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,18.0,4.5,F,51
38790,C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,24.5,6.13,F,66
38791,C2B,Airlines,Online,Silver Plan,No,41,SINGAPORE,78.5,19.63,F,25
38792,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,18.5,4.63,M,32
38793,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,33.5,8.38,M,42
38794,C2B,Airlines,Online,Silver Plan,No,31,SINGAPORE,33.5,8.38,F,31
38795,C2B,Airlines,Online,Silver Plan,Yes,62,SINGAPORE,63.5,15.88,F,29
38796,C2B,Airlines,Online,Silver Plan,No,62,SINGAPORE,63.5,15.88,F,29
38797,C2B,Airlines,Online,Silver Plan,No,62,SINGAPORE,63.5,15.88,M,31
38798,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,33.5,8.38,M,25
38799,C2B,Airlines,Online,Silver Plan,No,27,SINGAPORE,24.5,6.13,F,24
38800,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,18.5,4.63,M,68
38801,C2B,Airlines,Online,Silver Plan,No,48,SINGAPORE,63.5,15.88,F,38
38802,C2B,Airlines,Online,Silver Plan,No,38,SINGAPORE,33.5,8.38,M,71
38803,C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,18.5,4.63,M,29
38804,C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,25.0,6.25,F,26
38805,C2B,Airlines,Online,Silver Plan,Yes,48,SINGAPORE,63.5,15.88,F,40
38806,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,18.5,4.63,M,30
38807,C2B,Airlines,Online,Gold Plan,No,34,SINGAPORE,49.0,12.25,F,34
38808,C2B,Airlines,Online,Gold Plan,No,10,SINGAPORE,27.0,6.75,M,45
38809,C2B,Airlines,Online,Gold Plan,No,70,SINGAPORE,91.0,22.75,F,30
38810,C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,252.85,63.21,M,41
38811,C2B,Airlines,Online,Annual Silver Plan,No,368,SINGAPORE,252.85,63.21,M,44
38812,C2B,Airlines,Online,Annual Gold Plan,Yes,366,SINGAPORE,389.35,97.34,M,47
38940,JWT,Airlines,Online,Value Plan,No,7,INDIA,62.0,24.8,M,118
38941,JWT,Airlines,Online,Value Plan,No,27,INDIA,31.0,12.4,M,118
38948,JZI,Airlines,Online,Basic Plan,No,28,THAILAND,18.0,6.3,M,64
38949,JZI,Airlines,Online,Basic Plan,No,48,THAILAND,22.0,7.7,F,32
38950,JZI,Airlines,Online,Basic Plan,No,48,THAILAND,22.0,7.7,M,41
38951,JZI,Airlines,Online,Basic Plan,No,114,INDONESIA,30.0,10.5,F,54
38952,JZI,Airlines,Online,Basic Plan,No,7,THAILAND,22.0,7.7,M,59
38953,JZI,Airlines,Online,Basic Plan,No,4,MYANMAR,18.0,6.3,F,26
38954,JZI,Airlines,Online,Basic Plan,No,161,"KOREA, REPUBLIC OF",44.0,15.4,F,29
38955,JZI,Airlines,Online,Basic Plan,No,161,"KOREA, REPUBLIC OF",0.0,15.4,F,29
38956,JZI,Airlines,Online,Value Plan,No,156,SPAIN,125.0,43.75,M,51
38957,JZI,Airlines,Online,Value Plan,No,89,"KOREA, REPUBLIC OF",69.0,24.15,M,69
38958,ART,Airlines,Online,Value Plan,No,20,VIET NAM,23.0,8.05,M,48
38959,ART,Airlines,Online,24 Protect,No,2,SINGAPORE,4.6,1.61,M,48
38960,C2B,Airlines,Online,Bronze Plan,No,41,SINGAPORE,23.0,5.75,F,28
38961,C2B,Airlines,Online,Bronze Plan,Yes,13,SINGAPORE,47.0,11.75,M,38
38962,C2B,Airlines,Online,Bronze Plan,No,55,SINGAPORE,35.5,8.88,F,39
38963,C2B,Airlines,Online,Bronze Plan,No,28,SINGAPORE,50.5,12.63,M,69
38964,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,53.5,13.38,F,30
38965,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,34.0,8.5,M,30
38966,C2B,Airlines,Online,Bronze Plan,No,86,SINGAPORE,53.5,13.38,F,27
38967,C2B,Airlines,Online,Bronze Plan,No,155,SINGAPORE,40.5,10.13,F,30
38968,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,13.5,3.38,F,28
38969,C2B,Airlines,Online,Bronze Plan,No,21,SINGAPORE,40.5,10.13,M,25
38970,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,47.0,11.75,F,34
38971,C2B,Airlines,Online,Bronze Plan,No,58,SINGAPORE,13.5,3.38,F,50
38972,C2B,Airlines,Online,Bronze Plan,No,158,SINGAPORE,281.0,70.25,F,22
38973,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,29.5,7.38,F,43
38974,C2B,Airlines,Online,Bronze Plan,No,54,SINGAPORE,23.0,5.75,M,28
38975,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,13.5,3.38,M,27
38976,C2B,Airlines,Online,Bronze Plan,No,51,SINGAPORE,47.0,11.75,M,27
38977,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,13.5,3.38,F,28
38978,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,18.0,4.5,M,45
38979,C2B,Airlines,Online,Bronze Plan,Yes,19,SINGAPORE,17.0,4.25,F,35
38980,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,34.5,8.63,M,28
38981,C2B,Airlines,Online,Bronze Plan,No,55,SINGAPORE,53.5,13.38,F,32
38982,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,34.5,8.63,F,28
38983,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,17.0,4.25,M,25
